entity	index	name	label	actorOrService	hierarchy	description	originalAlternativeName	type	nistDomain	cimZone	euWp1ActorOrRole	euWp1RelatedRole	euWp1FunctionOrService
entity:EquipmentTesting-476	476	Equipment Testing	Equipment Testing	Service	Conceptual	This service tests equipment prior to use within the smart grid		Business Service	Cross-cutting				
entity:ESCOEnergyServicesCompany-477	477	ESCO Energy Services Company	ESCO Energy Services Company	-		-							
entity:EVPricingProgram-478	478	EV Pricing Program	EV Pricing Program			Special pricing for charging EVs							
entity:EventAnalyzer-479	479	Event analyzer	Event analyzer	Service	Conceptual	Provides a root cause analysis of events within the distribution grid within the appropriate timeframe		Automation Service	Distribution				
entity:EventAnalyzer-480	480	Event analyzer	Event analyzer	Service	Conceptual	Provides a near real-time root cause analysis of events within the distribution grid.		Automation Service	Distribution				
entity:EventDetector-481	481	Event detector	Event detector	Service	Conceptual	Provides a view of the distribution grid operational state within the appropriate timeframe.		Automation Service	Distribution				
entity:EventDetector-482	482	Event detector	Event detector	Service	Conceptual	Provides a near real-time view of the distribution grid operational state conditions.		Automation Service	Distribution				
entity:EventDetector-483	483	Event detector	Event detector	Service	Conceptual	Provides a  view of the distribution grid operational state within acceptable operational timeframes		Automation Service	Distribution				
entity:EventForecastingService-484	484	Event forecasting service	Event forecasting service	Service	Conceptual	Provides analytics support to project future issues based on historical information		Automation Service	Market				
entity:EventManagement-485	485	Event Management	Event Management	Service	Conceptual	Provides the management of  events		Automation Service	Service Provider				
entity:EventResolution-486	486	Event resolution	Event resolution	Service	Conceptual	Execution of the root cause analysis results from events within the distribution grid within the appropriate timeframe		Automation Service	Distribution				
entity:EventResolution-487	487	Event resolution	Event resolution	Service	Conceptual	Execution of the near real-time root cause analysis results from events within the distribution grid.		Automation Service	Distribution				
entity:EventResolution-488	488	Event resolution	Event resolution	Service	Conceptual	Execution of the root cause analysis results from events within the distribution grid within acceptable timeframes		Automation Service	Distribution				
entity:ExchangeNetworkModels-489	489	exchange network models	exchange network models	Service	Conceptual	Provide a mechanism to exchange network models between entities		Business Service	Market				
entity:ExplicitControlResponse-490	490	Explicit Control Response	Explicit Control Response	Service	Conceptual	A service that responds to external control		Automation Service	Customer				
entity:ExtensionPlanning-491	491	Extension Planning	Extension Planning	Role	Logical	Network Extension planning actors develop long term plans for power system reliability, monitor the cost, performance and schedule of construction, and define projects to extend the network such as new lines, feeders or switchgear.		Organization	Operations		business actor	grid operator	or function/ service
entity:FacilitateMarketMaker-492	492	facilitate market maker	facilitate market maker	Service	Conceptual	Actively encourage the emergence of a market maker in new markets		Business Service	Market				
entity:FacilitateTrades-493	493	facilitate trades	facilitate trades	Service	Conceptual	Facilitate bi-lateral trades between parties		Business Service	Market				
entity:Facility-494	494	Facility	Facility	Role	Conceptual	Something such as a building or large piece of equipment that is built for a specific purpose. In the NAESB context this is "The location at which connection to the  distribution  (or transmission) system is made." This is an abstract superclass role is used to describe a cluster of subclasses	EU: Buildings	Facility	Cross Cutting				
entity:FacilityDEREMS-FDEMS--495	495	Facility DER EMS (FDEMS)	Facility DER EMS (FDEMS)			System that manages the settings and dispatch of DER systems within a facility. This facility could be a residence, a building, a commercial site, an industrial site, or any other generic location.							
entity:FacilityEnergyManagementSystem-Gateway-496	496	Facility Energy Management System/Gateway	Facility Energy Management System/Gateway	Role	Logical	A logical or physical device typically located at the customer facility which combines communication gateway and energy management functions.		Device	Customer				
entity:FacilityLocalAreaNetwork-FacilityLAN--497	497	Facility Local Area Network (Facility LAN)	Facility Local Area Network (Facility LAN)										
entity:FacilityManager-498	498	Facility Manager	Facility Manager	Role	Conceptual	RolePerson responsible for the maintenance and operation of the facility. In the Residential market, this is the home owner, landlord, or building superintendent.	E: 1) Landlord, 2) HomeOwner, 3) Operations Manager; CM: Building Manager	Organizational Entity	Customer				
